n,n commande,date creation,date expedition,dernier statut,date dernier statut,date livraison/echec,prenom,nom,Gender,telephone,adresse,commune,wilaya,designation,prix,type,Brandt,frais livraison,freeshipping,paiement,id importation,type colis,premiere tentative,date premiere tentative,deuxieme tentative,date deuxieme tentative,troisieme tentative,date troisieme tentative
561,1730,2022-03-29,2022-03-30,Retourne au vendeur,2022-04-17,2022-04-10, salem, Hammouche ,H,5963891545,,Tindouf,Tindouf,Lanvin Eau De Toilette Homme - Oxygene - 100 Ml,4200,Parfums,Lanvin,1600,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-04-08,Tentative echouee (Client ne repond pas),2022-04-09,Echec livraison (Client ne repond pas),2022-04-10
562,1732,2022-03-29,2022-03-30,Retourne au vendeur,2022-04-10,2022-04-05,,mbarek,H,2514697516,,Hassi R'Mel,Laghouat,Lacoste Eau De Lacoste Homme - L.12.12 Blanc - 100Ml,7450,Parfums,Lacoste,1050,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-04-02,Tentative echouee (Client absent (reporte)),2022-04-04,Echec livraison (Annule par le client),2022-04-05
563,1733,2022-03-29,2022-03-30,Retourne au vendeur,2022-04-06,2022-04-03,chelaghm, Yakoub ,H,9268736455,,Beni Messous,Alger,Dolce & Gabbana Eau De Parfum Homme - Intenso - 75Ml,9990,Parfums,Dolce,750,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-31,Tentative echouee (Client ne repond pas),2022-04-02,Echec livraison (Client ne repond pas),2022-04-03
564,1734,2022-03-29,2022-03-30,Retourne au vendeur,2022-04-06,2022-03-31,, yones,H,4293500795,,Sidi Bel Abbes,Sidi Bel Abbes,Hermes -Eau De Toilette Homme Terre D'Hermes -- 100 Ml-,13900,Parfums,Hermes,500,oui,receivable,0,ecommerce,Echec livraison (Annule par le client),2022-03-31,,,,
565,1739,2022-03-29,2022-03-30,Livre,2022-03-31,2022-03-31,ben amer,amer,H,4942569907,,Ouled Yaich,Blida,Givenchy Eau de Parfum - L'Interdit - 80 Ml,15449,Parfums,Azzaro,900,oui,paye,0,ecommerce,Livre,2022-03-31,,,,
566,1721,2022-03-29,2022-03-30,Retourne au vendeur,2022-04-07,2022-04-04,,wahid,H,4231300709,,Douera,Alger,Calvin Klein Eau De Parfum Femme - Eternity Moment - 100 Ml,6690,Parfums,Dior,750,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-04-02,Tentative echouee (Client ne repond pas),2022-04-03,Echec livraison (Client ne repond pas),2022-04-04
567,1718,2022-03-29,2022-03-30,Livre,2022-03-31,2022-03-31,, Benhamadi,H,1794268771,,Dely Ibrahim,Alger,Calvin Klein Eau de Toilette Homme - Ck One - 200 Ml,8300,Parfums,Emporio,750,oui,paye,0,ecommerce,Livre,2022-03-31,,,,
568,1671,2022-03-30,2022-03-30,Retourne au vendeur,2022-04-11,2022-04-05, kamel, Baitiche ,H,,,Skikda,Skikda,Hugo Boss Eau De Parfum Femme - Boss - 75 Ml,7900,Parfums,Hugo,900,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-04-02,Tentative echouee (Client absent (reporte)),2022-04-03,Echec livraison (Client ne repond pas),2022-04-05
569,1675,2022-03-30,2022-03-30,Retourne au vendeur,2022-04-06,2022-04-03,laid,belmqouri,H,,,Relizane,Relizane,Calvin Klein Eau De Parfum Femme - CK BEAUTY - 100Ml,6750,Parfums,Hugo,900,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-31,Tentative echouee (Client absent (reporte)),2022-04-02,Echec livraison (Annule par le client),2022-04-03
570,1678,2022-03-30,2022-03-30,Retourne au vendeur,2022-04-06,2022-04-02,,messoudi,,7926070810,,Ouled Yaich,Blida,Elizabeth Arden Eau de Parfum - 5th Avenue - 125 Ml,4580,Parfums,Gucci,900,oui,receivable,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-31,Echec livraison (Client absent (echoue)),2022-04-02,,
571,1697,2022-03-30,2022-03-30,Retourne au vendeur,2022-04-06,2022-03-31,feycel,zemani,H,,,Ghazaouet,Tlemcen,Paco Rabanne Eau de Toilette Homme - 100 ml,6450,Parfums,Emporio,750,oui,receivable,0,ecommerce,Echec livraison (Annule par le client),2022-03-31,,,,
572,1696,2022-03-30,2022-03-30,Livre,2022-04-06,2022-04-06,mohamed,hasso,H,5693309226,,Adrar,Adrar,Suddenly Suddenly -Madam Glamour -Eau De Parfum 50ml,2600,Parfums,Chanel,900,oui,receivable,0,ecommerce,Livre,2022-04-06,,,,
573,1695,2022-03-30,2022-03-30,Livre,2022-04-02,2022-04-02,bouhriss,fouzi,H,8285157286,,Taher,Jijel,Azzaro Eau De Toilette Pour Homme - Azzaro -100 Ml,6500,Parfums,Calvin,1400,oui,paye,0,ecommerce,Livre,2022-04-02,,,,
574,1681,2022-03-30,2022-03-30,Livre,2022-04-04,2022-04-04,abdelillah,sejal mohamed,H,8323983823,,Beni Abbes,Bechar,Azzaro AZZARO NOW MAN,4700,Parfums,Dolce,1050,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-04-03,Livre,2022-04-04,,
575,1682,2022-03-30,2022-03-30,Livre,2022-04-11,2022-04-11,mohamed,siali,H,1311906985,,Timimoun,Adrar,Burberry Body Eau De Parfum Pour Femme -85ml-,7900,Parfums,Dolce,1400,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-04-06,Livre,2022-04-11,,
576,1716,2022-03-31,2022-04-10,Retourne au vendeur,2022-04-20,2022-04-14,,yacine,H,7362637858,,Tolga,Biskra,Hugo Boss Eau De Toilette Homme - Just Different - 125 Ml,8550,Parfums,Paco,1050,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-04-12,Tentative echouee (Client absent (reporte)),2022-04-13,Echec livraison (Client ne repond pas),2022-04-14
577,1709,2022-03-31,2022-04-10,Livre,2022-04-11,2022-04-11,, SEGHOUR,H,4371604052,SAID HAMDIN,Bir Mourad Rais,Alger,Ted Lapidus -Creation- Ted Lapidus Eau de Toilette 40ml,2999,Parfums,Azzaro,750,oui,receivable,0,ecommerce,Livre,2022-04-11,,,,
578,kmlkjmlkjk,2022-04-05,,En preparation,2022-04-05,,dddddd,,,5329996114,dddddd,Alger Centre,Alger,Hugo Boss Verte Eau De Toilette Homme - 125 Ml - 125Ml,7890,Parfums,Givenchy,600,oui,pas pret,269,ecommerce,,,,,,
579,L1M93M79,2022-04-05,,En preparation,2022-04-05,,test variant,,,,randome address,Ain Deheb,Tiaret,Mont Blanc Eau De Toilette pour Homme - Emblem Absolu - 100 Ml,7350,Parfums,Mont,720,oui,pas pret,270,ecommerce,,,,,,
580,L1MAK94B,2022-04-05,,En preparation,2022-04-05,,ddddddd,,,,ddddddddd,Alger Centre,Alger,Mont Blanc Eau de Toilette Homme - Legend Spirit- 100 Ml,7790,Parfums,Mont,600,oui,pas pret,271,ecommerce,,,,,,
581,L1OZRCJ1,2022-04-07,,En preparation,2022-04-07,,test,,,6544873447,test,Alger Centre,Alger,Dolce & Gabbana Eau de parfum Femme -The Only One - 100Ml,15650,Parfums,Dolce,600,non,pas pret,272,ecommerce,,,,,,
582,1303,2022-04-07,,En preparation,2022-04-07,,test,,,1989592563,18 Krim belkacem edimco,Bejaia,Bejaia,Emporio Armani -Eau De Toilette Homme -- Stronger With You -- 100 Ml-,17000,Parfums,Emporio,720,oui,pas pret,273,ecommerce,,,,,,
583,L1OZRCJ1,2022-04-07,,En preparation,2022-04-07,,fdfrfc,,,9296410774,hfchg,Alger Centre,Alger,Azzaro COFFRET Eau De Parfum Homme - Wanted By Night - 100 Ml + EAU DE PARFUM 15Ml,11250,Parfums,Azzaro,600,oui,pas pret,274,ecommerce,,,,,,
584,commande,2022-04-09,2022-04-10,Retourne au vendeur,2022-04-14,2022-04-11,,lweia amer,H,5604654880,,Kolea,Tipaza,Lancome -Eau De Parfum Femme -- La Nuit Tresor -- A La Folie -- 75Ml-,17190,Parfums,Lancome,720,oui,receivable,0,ecommerce,Echec livraison (Annule par le client),2022-04-11,,,,
585,commande,2022-04-09,2022-04-10,Livre,2022-04-13,2022-04-13,, Khalifa,F,3208963877,,El Oued,El Oued,Bottega Veneta Eau de Parfum Femme - 75 Ml,12400,Parfums,Bottega,840,oui,receivable,0,ecommerce,Livre,2022-04-13,,,,
586,#1818,2022-04-09,2022-04-10,Retourne au vendeur,2022-04-17,2022-04-12,, sliman,F,,,Akbou,Bejaia,TOM FORD NOIR ANTHRACITE Eau de parfum 100 ml,17900,Parfums,TOM,720,oui,receivable,0,ecommerce,Echec livraison (Client absent (echoue)),2022-04-12,,,,
587,commande,2022-04-09,2022-04-10,Livre,2022-04-11,2022-04-11,,haji,H,6328615250,,Bab Ezzouar,Alger,Givenchy Eau de Parfum - L'Interdit - 80 Ml,15449,Parfums,Givenchy,600,oui,receivable,0,ecommerce,Livre,2022-04-11,,,,
588,#1820,2022-04-09,2022-04-10,Retourne au vendeur,2022-04-20,2022-04-14,,bendken mostafa,H,2828793413,,El Atteuf,Ghardaia,Calvin Klein Eau De Parfum Femme - Eternity Moment - 100 Ml,6690,Parfums,Calvin,840,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-04-12,Tentative echouee (Client absent (reporte)),2022-04-13,Echec livraison (Telephone injoignable),2022-04-14
589,commande,2022-04-09,2022-04-10,Livre,2022-04-11,2022-04-11,,zemouri ahmed,H,6796990509,,Beni Slimane,Medea,Calvin Klein Eau de Toilette Homme - Ck One - 200 Ml,8300,Parfums,Calvin,720,oui,receivable,0,ecommerce,Livre,2022-04-11,,,,
590,#1822,2022-04-10,2022-04-10,Retourne au vendeur,2022-04-20,2022-04-13,,kihel ahmed,H,8505716043,touggourt ville,Touggourt,Ouargla,Hugo Boss Eau De Parfum Femme - Boss - 75 Ml,7900,Parfums,Hugo,840,oui,receivable,0,ecommerce,Echec livraison (Annule par le client),2022-04-13,,,,
591,#1819,2022-04-12,,En preparation,2022-04-12,,,ibrahim,H,5641289833,.,Berriane,Ghardaia,Calvin Klein Eau De Parfum Femme - CK BEAUTY - 100Ml,6750,Parfums,Calvin,840,oui,pas pret,0,ecommerce,,,,,,
592,abdechang6857,2022-04-13,,Retourne au vendeur,2022-04-20,,,Harrouche,H,4491762912,,Sidi Bel Abbes,Sidi Bel Abbes,Elizabeth Arden Eau de Parfum - 5th Avenue - 125 Ml,4580,Parfums,Elizabeth,0,oui,receivable,0,ecommerce,,,,,,
593,F.SERIR,2022-04-13,2022-04-17,Livre,2022-04-20,2022-04-20,hadjila,sabrina,F,9461882425,clr Move  _ badj _ gru,Thenia,Boumerdes,Paco Rabanne Eau de Toilette Homme - 100 ml,6450,Parfums,Paco,720,oui,receivable,0,ecommerce,Livre,2022-04-20,,,,
594,L28ZQQEP,2022-04-21,,En preparation,2022-04-21,,test,,,7071582919,ddddddddd,Alger Centre,Alger,Suddenly Suddenly -Madam Glamour -Eau De Parfum 50ml,2600,Parfums,Suddenly,600,oui,pas pret,275,ecommerce,,,,,,
595,F.SERIR,2022-04-26,2022-04-27,Livre,2022-04-30,2022-04-30,hadjila,sabrin,F,7311277968, clr gru badj move ,Thenia,Boumerdes,Azzaro Eau De Toilette Pour Homme - Azzaro -100 Ml,6500,Parfums,Azzaro,720,oui,receivable,0,ecommerce,Livre,2022-04-30,,,,
596,F.SERIR,2022-04-26,,Pret a expedier,2022-04-26,,khadija,abass,H,5722688125,clr rouz,Sidi Brahim,Sidi Bel Abbes,Azzaro AZZARO NOW MAN,4700,Parfums,Azzaro,400,oui,pas pret,0,ecommerce,,,,,,
597,F.SERIR,2022-04-26,,Pret a expedier,2022-04-26,,imene,lkelei,H,8514294020,clr move ,Sidi Bel Abbes,Sidi Bel Abbes,Burberry Body Eau De Parfum Pour Femme -85ml-,7900,Parfums,Burberry,400,oui,pas pret,0,ecommerce,,,,,,
598,cmnd echenge,2022-04-27,,Pas encore ramasse,2022-04-27,,,sayah ismail,H,6489557969,,Sidi Bel Abbes,Sidi Bel Abbes,Hugo Boss Eau De Toilette Homme - Just Different - 125 Ml,8550,Parfums,Hugo,0,oui,pas pret,0,ecommerce,,,,,,
599,cmnd echenge,2022-04-27,,En preparation,2022-04-27,,,sayah ismail,H,0655454462,,Chlef,Chlef,Ted Lapidus -Creation- Ted Lapidus Eau de Toilette 40ml,2999,Parfums,Ted,900,oui,pas pret,0,ecommerce,,,,,,
